Feature ID	Taxon	Confidence
e571d40d03b7cf8830aeeae4aec8f9fe	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.8540479232867733
d019d78115fd0cc071d8181614282e1e	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Methylacidiphilales; f__Methylacidiphilaceae; g__uncultured; s__	0.9999999999983231
e26975c143364baa482c1e24a6870f94	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	0.9999833174730843
0e10c0096760256696b465871109f2ec	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__	0.9999997771027829
85690372807f09b990d100d422a04a45	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__	0.9999941903441901
09b7ac8d85d8b3842f0a4f79cbbf9b78	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylorosula; s__	0.8344418177282986
8fb70a00c16ec94e8269f1bfc2e6a53f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__	0.9030062828279032
9f1535ebf949d550a6d66c7f6f903387	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__uncultured; s__	0.7734470405928147
641ce89cbc4b99734a058178cb293780	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__uncultured; f__uncultured; g__uncultured; s__	0.9956282598662884
d41d34e84f71fcf6c060f30c099857ac	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__	0.9757579072813026
378a1bd46355adde2f64af468f2284a9	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__	0.999999856924656
fc64811cbc47aa1204bbbe8b93251c6f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Acidibacter; s__	0.9968216072623818
8c5d72beb0eb247f53a652005d230ec3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingoaurantiacus; s__	0.776446580593851
1a2a5c9ea1a74f5741744a66ab9c6698	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.997313135808072
